"time_key","transactions","monthly_revenue","avg_transaction_value"
T00119,12,1259.0,104.91666666666667
T00120,13,1574.25,121.09615384615384
T00121,9,1236.5,137.38888888888889
T00122,9,925.75,102.86111111111111
T00123,14,1505.5,107.53571428571429
T00124,16,1421.0,88.8125
T00125,12,1740.0,145.0
T00126,15,1736.75,115.78333333333333
T00127,13,1070.0,82.3076923076923
T00128,11,1154.75,104.97727272727273
T00129,10,1077.0,107.7
T00130,13,1857.0,142.84615384615384
T00131,7,659.75,94.25
T00132,15,1278.0,85.2
T00133,8,1213.0,151.625
T00134,10,1267.5,126.75
T00135,14,1216.25,86.875
T00136,5,499.0,99.8
T00137,20,2084.5,104.225
T00138,9,1253.25,139.25
T00139,14,1336.0,95.42857142857143
T00140,11,718.0,65.27272727272727
T00141,10,1383.75,138.375
T00142,10,1240.5,124.05
T00143,7,726.5,103.78571428571429
T00144,12,1076.75,89.72916666666667
T00145,11,1510.75,137.3409090909091
T00146,6,464.75,77.45833333333333
T00147,12,1239.5,103.29166666666667
T00148,6,546.0,91.0
T00149,10,555.0,55.5
T00150,12,1002.0,83.5
T00151,11,964.25,87.6590909090909
T00152,12,1097.25,91.4375
T00153,11,1179.0,107.18181818181819
T00154,14,1445.75,103.26785714285714
T00155,9,838.75,93.19444444444444
T00156,8,583.25,72.90625
T00157,14,1341.0,95.78571428571429
T00158,14,1364.25,97.44642857142857
T00159,15,1371.75,91.45
T00160,11,866.0,78.72727272727273
T00161,9,1550.75,172.30555555555554
T00162,6,590.5,98.41666666666667
T00163,17,1481.0,87.11764705882354
T00164,5,629.5,125.9
T00165,9,836.75,92.97222222222223
T00166,16,1332.5,83.28125
T00167,7,798.5,114.07142857142857
T00168,8,1157.0,144.625
T00169,6,572.25,95.375
T00170,7,833.5,119.07142857142857
T00171,10,1062.0,106.2
T00172,10,1095.0,109.5
T00173,9,630.25,70.02777777777777
T00174,8,924.0,115.5
T00175,10,820.0,82.0
T00176,9,955.0,106.11111111111111
T00177,13,1844.5,141.8846153846154
T00178,12,1242.0,103.5
T00179,9,1387.0,154.11111111111111
T00180,16,1837.0,114.8125
T00181,3,347.0,115.66666666666667
T00182,14,1287.0,91.92857142857143
T00183,16,1464.5,91.53125
T00184,14,1750.75,125.05357142857143
T00185,9,1172.5,130.27777777777777
T00186,10,1245.25,124.525
T00187,5,657.0,131.4
T00188,12,1013.75,84.47916666666667
T00189,7,640.0,91.42857142857143
T00190,6,606.0,101.0
T00191,9,471.25,52.361111111111114
T00192,7,819.75,117.10714285714286
T00193,14,1667.0,119.07142857142857
T00194,9,864.5,96.05555555555556
T00195,3,266.0,88.66666666666667
T00196,4,484.0,121.0
T00197,8,660.5,82.5625
T00198,10,833.25,83.325
T00199,9,618.5,68.72222222222223
T00200,10,986.25,98.625
T00201,7,963.0,137.57142857142858
T00202,10,905.25,90.525
T00203,9,848.25,94.25
T00204,15,1650.5,110.03333333333333
T00205,12,1040.5,86.70833333333333
T00206,5,624.0,124.8
T00207,12,887.5,73.95833333333333
T00208,9,1066.25,118.47222222222223
T00209,10,1188.5,118.85
T00210,10,603.5,60.35
T00211,13,1162.75,89.4423076923077
T00212,8,1031.25,128.90625
T00213,10,808.75,80.875
T00214,12,1142.75,95.22916666666667
T00215,13,1442.0,110.92307692307692
T00216,8,1046.0,130.75
T00217,11,1159.0,105.36363636363636
T00218,13,1740.0,133.84615384615384
T00219,10,674.0,67.4
T00220,12,780.5,65.04166666666667
T00221,4,350.25,87.5625
T00222,18,1877.75,104.31944444444444
T00223,14,1197.0,85.5
T00224,10,987.0,98.7
T00225,16,1837.5,114.84375
T00226,8,947.0,118.375
T00227,14,1065.5,76.10714285714286
T00228,14,1474.0,105.28571428571429
T00229,6,352.25,58.708333333333336
T00230,15,1786.5,119.1
T00231,11,1432.0,130.1818181818182
T00232,11,1390.0,126.36363636363636
T00233,9,732.25,81.36111111111111
T00234,21,2376.25,113.1547619047619
T00235,15,2163.25,144.21666666666667
T00236,16,1605.75,100.359375
T00237,15,1702.5,113.5
T00238,7,521.0,74.42857142857143
T00239,5,570.0,114.0
T00240,10,1896.0,189.6
T00241,9,1510.5,167.83333333333334
T00242,9,743.0,82.55555555555556
T00243,10,1028.75,102.875
T00244,5,326.75,65.35
T00245,12,1285.75,107.14583333333333
T00246,10,882.25,88.225
T00247,17,1961.25,115.36764705882354
T00248,8,940.25,117.53125
T00249,6,475.5,79.25
T00250,12,1083.25,90.27083333333333
T00251,11,1451.5,131.95454545454547
T00252,2,112.0,56.0
T00253,12,1293.5,107.79166666666667
T00254,9,737.75,81.97222222222223
T00255,9,860.5,95.61111111111111
T00256,11,1505.5,136.86363636363637
T00257,12,1284.5,107.04166666666667
T00258,4,251.0,62.75
T00259,7,493.0,70.42857142857143
T00260,15,1827.5,121.83333333333333
T00261,11,1504.0,136.72727272727272
T00262,10,1343.5,134.35
T00263,5,729.0,145.8
T00264,12,1232.75,102.72916666666667
T00265,8,810.0,101.25
T00266,12,1282.25,106.85416666666667
T00267,11,884.0,80.36363636363636
T00268,8,497.75,62.21875
T00269,9,775.75,86.19444444444444
T00270,7,1169.5,167.07142857142858
T00271,11,1215.75,110.52272727272727
T00272,15,2298.5,153.23333333333332
T00273,8,452.0,56.5
T00274,15,1311.75,87.45
T00275,5,710.0,142.0
T00276,4,400.0,100.0
T00277,10,1013.75,101.375
T00278,11,1050.25,95.47727272727273
T00279,11,1584.75,144.0681818181818
T00280,8,782.0,97.75
T00281,9,813.0,90.33333333333333
T00282,11,811.75,73.79545454545455
T00283,9,1089.25,121.02777777777777
T00284,13,1607.75,123.67307692307692
T00285,6,318.0,53.0
T00286,5,311.75,62.35
T00287,12,797.75,66.47916666666667
T00288,13,1443.75,111.0576923076923
T00289,8,967.75,120.96875
T00290,12,1684.25,140.35416666666666
T00291,11,642.5,58.40909090909091
T00292,13,1079.5,83.03846153846153
T00293,9,951.5,105.72222222222223
T00294,6,655.0,109.16666666666667
T00295,8,1048.25,131.03125
T00296,5,376.75,75.35
T00297,9,998.0,110.88888888888889
T00298,13,1604.5,123.42307692307692
T00299,8,903.75,112.96875
T00300,7,642.0,91.71428571428571
T00301,11,1246.0,113.27272727272727
T00302,10,1379.0,137.9
T00303,5,914.0,182.8
T00304,7,396.25,56.607142857142854
T00305,13,1342.25,103.25
T00306,10,981.5,98.15
T00307,14,1154.25,82.44642857142857
T00308,7,802.5,114.64285714285714
T00309,10,656.0,65.6
T00310,16,1473.0,92.0625
T00311,10,795.75,79.575
T00312,10,1872.5,187.25
T00313,11,1366.0,124.18181818181819
T00314,9,1290.25,143.36111111111111
T00315,12,1408.0,117.33333333333333
T00316,9,774.25,86.02777777777777
T00317,13,1680.0,129.23076923076923
T00318,10,1184.0,118.4
T00319,7,554.5,79.21428571428571
T00320,10,972.75,97.275
T00321,9,959.0,106.55555555555556
T00322,11,1149.0,104.45454545454545
T00323,8,679.75,84.96875
T00324,13,1043.25,80.25
T00325,6,490.0,81.66666666666667
T00326,12,1537.5,128.125
T00327,7,481.0,68.71428571428571
T00328,12,995.0,82.91666666666667
T00329,14,2014.5,143.89285714285714
T00330,11,993.25,90.29545454545455
T00331,4,669.75,167.4375
T00332,10,1195.0,119.5
T00333,10,1078.75,107.875
T00334,10,947.5,94.75
T00335,6,621.5,103.58333333333333
T00336,13,1213.0,93.3076923076923
T00337,10,1610.75,161.075
T00338,12,1290.0,107.5
T00339,13,1468.75,112.98076923076923
T00340,9,1248.0,138.66666666666666
T00341,14,1931.0,137.92857142857142
T00342,8,786.25,98.28125
T00343,15,1586.75,105.78333333333333
T00344,9,1245.25,138.36111111111111
T00345,12,1630.5,135.875
T00346,10,730.0,73.0
T00347,10,737.5,73.75
T00348,8,881.0,110.125
T00349,13,924.75,71.13461538461539
T00350,9,1076.5,119.61111111111111
T00351,15,1833.5,122.23333333333333
T00352,7,607.0,86.71428571428571
T00353,10,1415.75,141.575
T00354,13,1494.5,114.96153846153847
T00355,7,758.0,108.28571428571429
T00356,19,2259.25,118.90789473684211
T00357,10,1652.0,165.2
T00358,4,213.0,53.25
T00359,11,927.0,84.27272727272727
T00360,11,984.25,89.47727272727273
T00361,6,717.5,119.58333333333333
T00362,8,512.25,64.03125
T00363,9,1559.0,173.22222222222223
T00364,10,991.5,99.15
T00365,10,897.75,89.775
T00366,12,1168.25,97.35416666666667
T00367,13,1506.75,115.90384615384616
T00368,7,706.75,100.96428571428571
T00369,10,1032.5,103.25
T00370,11,1182.5,107.5
T00371,8,931.0,116.375
T00372,16,1346.75,84.171875
T00373,9,922.75,102.52777777777777
T00374,9,1366.0,151.77777777777777
T00375,12,1495.25,124.60416666666667
T00376,4,432.75,108.1875
T00377,8,569.75,71.21875
T00378,10,1199.0,119.9
T00379,8,670.75,83.84375
T00380,5,647.0,129.4
T00381,15,1836.0,122.4
T00382,14,1502.75,107.33928571428571
T00383,10,697.5,69.75
T00384,13,1054.0,81.07692307692308
T00385,16,1846.0,115.375
T00386,13,1103.75,84.90384615384616
T00387,9,585.75,65.08333333333333
T00388,3,400.0,133.33333333333334
T00389,15,1899.25,126.61666666666666
T00390,12,1122.25,93.52083333333333
T00391,12,1232.5,102.70833333333333
T00392,9,756.75,84.08333333333333
T00393,14,1127.25,80.51785714285714
T00394,10,872.5,87.25
T00395,7,871.0,124.42857142857143
T00396,14,2162.0,154.42857142857142
T00397,7,1396.5,199.5
T00398,11,2125.0,193.1818181818182
T00399,9,879.0,97.66666666666667
T00400,11,1568.25,142.5681818181818
T00401,13,941.75,72.4423076923077
T00402,11,1270.5,115.5
T00403,8,752.5,94.0625
T00404,4,346.0,86.5
T00405,10,775.75,77.575
T00406,10,1331.0,133.1
T00407,13,1748.25,134.48076923076923
T00408,9,1010.5,112.27777777777777
T00409,10,1182.0,118.2
T00410,7,659.5,94.21428571428571
T00411,11,744.75,67.70454545454545
T00412,10,1258.5,125.85
T00413,10,1029.75,102.975
T00414,13,1112.75,85.59615384615384
T00415,9,1048.0,116.44444444444444
T00416,13,1056.75,81.28846153846153
T00417,9,1462.0,162.44444444444446
T00418,12,717.75,59.8125
T00419,12,2217.25,184.77083333333334
T00420,7,918.0,131.14285714285714
T00421,8,682.0,85.25
T00422,8,724.5,90.5625
T00423,9,1356.0,150.66666666666666
T00424,10,1131.75,113.175
T00425,10,1141.5,114.15
T00426,13,1538.25,118.32692307692308
T00427,11,1154.5,104.95454545454545
T00428,12,1728.75,144.0625
T00429,12,1126.0,93.83333333333333
T00430,12,1002.5,83.54166666666667
T00431,5,308.5,61.7
T00432,10,1079.0,107.9
T00433,9,1166.25,129.58333333333334
T00434,10,1196.75,119.675
T00435,7,825.0,117.85714285714286
T00436,6,688.0,114.66666666666667
T00437,11,1307.75,118.88636363636364
T00438,11,1602.75,145.70454545454547
T00439,13,1559.0,119.92307692307692
T00440,9,677.25,75.25
T00441,5,326.5,65.3
T00442,11,989.0,89.9090909090909
T00443,10,1590.0,159.0
T00444,6,860.0,143.33333333333334
T00445,10,1575.0,157.5
T00446,13,1823.0,140.23076923076923
T00447,8,1184.75,148.09375
T00448,4,616.0,154.0
T00449,8,891.0,111.375
T00450,10,847.0,84.7
T00451,6,508.75,84.79166666666667
T00452,9,800.0,88.88888888888889
T00453,5,439.0,87.8
T00454,12,1097.0,91.41666666666667
T00455,13,1341.0,103.15384615384616
T00456,12,980.0,81.66666666666667
T00457,11,1009.25,91.75
T00458,17,2107.0,123.94117647058823
T00459,9,976.25,108.47222222222223
T00460,15,1560.5,104.03333333333333
T00461,9,1102.25,122.47222222222223
T00462,14,1203.0,85.92857142857143
T00463,10,1144.0,114.4
T00464,8,732.25,91.53125
T00465,13,1104.25,84.9423076923077
T00466,7,820.5,117.21428571428571
T00467,14,1156.0,82.57142857142857
T00468,14,1185.75,84.69642857142857
T00469,9,682.25,75.80555555555556
T00470,10,1279.0,127.9
T00471,8,841.75,105.21875
T00472,5,459.0,91.8
T00473,11,692.75,62.97727272727273
T00474,9,844.0,93.77777777777777
T00475,7,1156.5,165.21428571428572
T00476,12,1707.0,142.25
T00477,14,1130.25,80.73214285714286
T00478,5,653.5,130.7
T00479,9,679.5,75.5
T00480,10,778.0,77.8
T00481,9,934.0,103.77777777777777
T00482,7,557.0,79.57142857142857
T00483,10,1003.5,100.35
T00484,9,887.0,98.55555555555556
T00485,11,911.0,82.81818181818181
T00486,8,790.5,98.8125
T00487,10,1281.0,128.1
T00488,7,830.75,118.67857142857143
T00489,11,1458.25,132.5681818181818
T00490,10,1317.75,131.775
T00491,9,1096.25,121.80555555555556
T00492,6,472.5,78.75
T00493,8,960.0,120.0
T00494,17,2165.25,127.36764705882354
T00495,14,1579.25,112.80357142857143
T00496,16,2140.25,133.765625
T00497,8,705.0,88.125
T00498,15,1428.25,95.21666666666667
T00499,11,1429.5,129.95454545454547
T00500,12,968.5,80.70833333333333
T00501,9,640.25,71.13888888888889
T00502,6,672.0,112.0
T00503,6,532.5,88.75
T00504,11,932.0,84.72727272727273
T00505,11,1274.5,115.86363636363636
T00506,10,1048.5,104.85
T00507,17,2176.0,128.0
T00508,7,610.0,87.14285714285714
T00509,9,657.0,73.0
T00510,10,1508.0,150.8
T00511,8,590.5,73.8125
T00512,11,1210.75,110.06818181818181
T00513,7,503.5,71.92857142857143
T00514,12,1522.75,126.89583333333333
T00515,7,515.25,73.60714285714286
T00516,11,1293.0,117.54545454545455
T00517,9,546.0,60.666666666666664
T00518,13,883.25,67.9423076923077
T00519,8,571.0,71.375
T00520,8,873.0,109.125
T00521,14,1289.5,92.10714285714286
T00522,12,1063.0,88.58333333333333
T00523,7,759.5,108.5
T00524,12,1389.0,115.75
T00525,8,767.25,95.90625
T00526,13,1413.0,108.6923076923077
T00527,11,944.25,85.8409090909091
T00528,12,1861.25,155.10416666666666
T00529,13,1161.5,89.34615384615384
T00530,9,1369.75,152.19444444444446
T00531,8,934.5,116.8125
T00532,9,1112.25,123.58333333333333
T00533,8,602.75,75.34375
T00534,8,1446.0,180.75
T00535,8,1172.0,146.5
T00536,13,1248.0,96.0
T00537,9,684.0,76.0
T00538,13,2060.0,158.46153846153845
T00539,12,1544.5,128.70833333333334
T00540,10,1216.25,121.625
T00541,13,1697.0,130.53846153846155
T00542,8,683.0,85.375
T00543,9,899.25,99.91666666666667
T00544,18,1796.0,99.77777777777777
T00545,6,391.0,65.16666666666667
T00546,9,1271.25,141.25
T00547,9,1530.0,170.0
T00548,3,668.0,222.66666666666666
T00549,12,1747.0,145.58333333333334
T00550,15,1888.0,125.86666666666666
T00551,6,884.0,147.33333333333334
T00552,11,1382.5,125.68181818181819
T00553,11,851.0,77.36363636363636
T00554,16,1630.75,101.921875
T00555,7,1025.0,146.42857142857142
T00556,8,634.25,79.28125
T00557,7,740.5,105.78571428571429
T00558,8,856.0,107.0
T00559,9,814.5,90.5
T00560,10,889.5,88.95
T00561,7,644.0,92.0
T00562,9,895.25,99.47222222222223
T00563,6,316.0,52.666666666666664
T00564,9,912.25,101.36111111111111
T00565,10,908.5,90.85
T00566,10,1113.0,111.3
T00567,10,985.75,98.575
T00568,8,775.25,96.90625
T00569,4,1067.0,266.75
T00570,7,1213.25,173.32142857142858
T00571,12,1202.25,100.1875
T00572,5,522.5,104.5
T00573,10,1543.0,154.3
T00574,7,975.75,139.39285714285714
T00575,9,746.0,82.88888888888889
T00576,7,609.5,87.07142857142857
T00577,7,635.0,90.71428571428571
T00578,7,396.25,56.607142857142854
T00579,8,837.0,104.625
T00580,12,1049.25,87.4375
T00581,10,1281.0,128.1
T00582,14,1049.0,74.92857142857143
T00583,14,1733.75,123.83928571428571
T00584,11,1087.5,98.86363636363636
T00585,7,823.25,117.60714285714286
T00586,7,823.0,117.57142857142857
T00587,10,1011.0,101.1
T00588,6,519.0,86.5
T00589,11,1313.0,119.36363636363636
T00590,9,705.25,78.36111111111111
T00591,10,1362.0,136.2
T00592,13,1375.25,105.78846153846153
T00593,10,1281.0,128.1
T00594,7,628.25,89.75
T00595,13,1595.0,122.6923076923077
T00596,11,988.5,89.86363636363636
T00597,11,1077.75,97.97727272727273
T00598,12,1650.5,137.54166666666666
T00599,9,1207.0,134.11111111111111
T00600,11,1047.0,95.18181818181819
T00601,17,2135.0,125.58823529411765
T00602,6,963.0,160.5
T00603,10,1586.25,158.625
T00604,8,894.5,111.8125
T00605,11,1230.0,111.81818181818181
T00606,8,718.0,89.75
T00607,10,909.0,90.9
T00608,5,374.5,74.9
T00609,11,1142.0,103.81818181818181
T00610,4,380.0,95.0
T00611,9,897.0,99.66666666666667
T00612,9,837.0,93.0
T00613,7,587.0,83.85714285714286
T00614,12,1393.5,116.125
T00615,8,844.0,105.5
T00616,9,911.25,101.25
T00617,17,2254.5,132.61764705882354
T00618,11,1478.75,134.4318181818182
T00619,15,1846.0,123.06666666666666
T00620,9,917.75,101.97222222222223
T00621,9,1150.5,127.83333333333333
T00622,6,680.5,113.41666666666667
T00623,9,675.75,75.08333333333333
T00624,11,1186.0,107.81818181818181
T00625,6,508.5,84.75
T00626,11,1812.0,164.72727272727272
T00627,10,756.0,75.6
T00628,11,1424.0,129.45454545454547
T00629,12,1588.25,132.35416666666666
T00630,12,1161.25,96.77083333333333
T00631,11,1316.25,119.6590909090909
T00632,10,1182.25,118.225
T00633,16,1650.25,103.140625
T00634,6,606.5,101.08333333333333
T00635,9,1004.0,111.55555555555556
T00636,14,1384.0,98.85714285714286
T00637,11,967.5,87.95454545454545
T00638,5,425.5,85.1
T00639,11,1432.5,130.22727272727272
T00640,14,1772.75,126.625
T00641,8,570.5,71.3125
T00642,12,938.0,78.16666666666667
T00643,9,1417.75,157.52777777777777
T00644,16,2208.0,138.0
T00645,6,452.75,75.45833333333333
T00646,8,653.0,81.625
T00647,6,780.0,130.0
T00648,13,1496.75,115.13461538461539
T00649,16,1348.5,84.28125
T00650,9,1116.0,124.0
T00651,10,1093.0,109.3
T00652,13,986.0,75.84615384615384
T00653,10,852.0,85.2
T00654,13,1291.75,99.36538461538461
T00655,4,590.0,147.5
T00656,7,594.0,84.85714285714286
T00657,6,421.25,70.20833333333333
T00658,8,1379.5,172.4375
T00659,4,658.0,164.5
T00660,8,732.0,91.5
T00661,10,848.5,84.85
T00662,12,1610.0,134.16666666666666
T00663,11,656.25,59.65909090909091
T00664,5,341.5,68.3
T00665,7,923.0,131.85714285714286
T00666,13,1452.5,111.73076923076923
T00667,11,1359.5,123.5909090909091
T00668,9,1294.25,143.80555555555554
T00669,11,898.25,81.6590909090909
T00670,13,1907.0,146.69230769230768
T00671,16,1556.0,97.25
T00672,6,622.0,103.66666666666667
T00673,10,770.75,77.075
T00674,10,835.25,83.525
T00675,9,920.5,102.27777777777777
T00676,7,802.0,114.57142857142857
T00677,5,498.5,99.7
T00678,12,1872.25,156.02083333333334
T00679,3,393.0,131.0
T00680,7,472.25,67.46428571428571
T00681,13,1620.0,124.61538461538461
T00682,7,574.5,82.07142857142857
T00683,8,905.0,113.125
T00684,11,1293.5,117.5909090909091
T00685,16,1535.25,95.953125
T00686,8,869.5,108.6875
T00687,17,1582.0,93.05882352941177
T00688,11,1878.25,170.75
T00689,6,732.5,122.08333333333333
T00690,8,549.25,68.65625
T00691,14,1466.5,104.75
T00692,9,1182.0,131.33333333333334
T00693,12,994.0,82.83333333333333
T00694,6,334.75,55.791666666666664
T00695,12,1263.75,105.3125
T00696,5,255.25,51.05
T00697,8,839.5,104.9375
T00698,5,867.0,173.4
T00699,8,699.0,87.375
T00700,6,526.0,87.66666666666667
T00701,15,1208.25,80.55
T00702,7,1020.5,145.78571428571428
T00703,8,1155.0,144.375
T00704,12,1277.25,106.4375
T00705,8,752.5,94.0625
T00706,11,1247.5,113.4090909090909
T00707,10,1242.5,124.25
T00708,10,806.25,80.625
T00709,7,481.25,68.75
T00710,9,858.75,95.41666666666667
T00711,15,1466.25,97.75
T00712,13,1536.5,118.1923076923077
T00713,9,1161.0,129.0
T00714,5,570.0,114.0
T00715,10,816.0,81.6
T00716,11,608.5,55.31818181818182
T00717,8,774.0,96.75
T00718,11,795.75,72.3409090909091
T00719,10,959.5,95.95
T00720,15,1700.25,113.35
T00721,12,977.5,81.45833333333333
T00722,10,1045.25,104.525
T00723,8,925.5,115.6875
T00724,4,354.0,88.5
T00725,14,1581.5,112.96428571428571
T00726,7,810.75,115.82142857142857
T00727,12,1319.5,109.95833333333333
T00728,4,296.0,74.0
T00729,11,979.5,89.04545454545455
T00730,15,1687.75,112.51666666666667
T00731,15,1327.25,88.48333333333333
T00732,12,1780.5,148.375
T00733,14,1755.75,125.41071428571429
T00734,12,933.25,77.77083333333333
T00735,12,959.75,79.97916666666667
T00736,10,983.5,98.35
T00737,9,1089.5,121.05555555555556
T00738,12,977.25,81.4375
T00739,2,108.0,54.0
T00740,7,1013.5,144.78571428571428
T00741,5,809.0,161.8
T00742,11,1449.75,131.79545454545453
T00743,7,661.25,94.46428571428571
T00744,9,722.0,80.22222222222223
T00745,10,1589.0,158.9
T00746,7,428.25,61.17857142857143
T00747,9,887.0,98.55555555555556
T00748,17,1503.0,88.41176470588235
T00749,14,1424.25,101.73214285714286
T00750,16,2602.0,162.625
T00751,12,1451.0,120.91666666666667
T00752,12,1465.0,122.08333333333333
T00753,6,470.25,78.375
T00754,13,1619.75,124.59615384615384
T00755,11,1228.25,111.6590909090909
T00756,7,761.5,108.78571428571429
T00757,14,1044.5,74.60714285714286
T00758,13,1930.0,148.46153846153845
T00759,12,1560.0,130.0
T00760,15,1405.5,93.7
T00761,6,564.0,94.0
T00762,12,1238.75,103.22916666666667
T00763,12,898.25,74.85416666666667
T00764,11,1147.0,104.27272727272727
T00765,8,650.0,81.25
T00766,15,1128.5,75.23333333333333
T00767,11,2027.5,184.3181818181818
T00768,10,1158.0,115.8
T00769,9,1010.0,112.22222222222223
T00770,12,1315.75,109.64583333333333
T00771,10,893.0,89.3
T00772,6,535.25,89.20833333333333
T00773,21,1698.0,80.85714285714286
T00774,12,935.0,77.91666666666667
T00775,14,1264.0,90.28571428571429
T00776,12,781.5,65.125
T00777,8,523.5,65.4375
T00778,17,1859.0,109.3529411764706
T00779,15,1221.0,81.4
T00780,12,1401.0,116.75
T00781,4,291.0,72.75
T00782,9,1359.5,151.05555555555554
T00783,9,1055.5,117.27777777777777
T00784,9,800.0,88.88888888888889
T00785,9,487.25,54.138888888888886
T00786,12,1039.0,86.58333333333333
T00787,13,1185.5,91.1923076923077
T00788,12,1498.0,124.83333333333333
T00789,7,852.0,121.71428571428571
T00790,12,1477.5,123.125
T00791,9,1386.25,154.02777777777777
T00792,8,682.5,85.3125
T00793,7,927.5,132.5
T00794,10,1044.5,104.45
T00795,11,797.75,72.52272727272727
T00796,8,683.5,85.4375
T00797,12,1723.0,143.58333333333334
T00798,9,808.75,89.86111111111111
T00799,11,1352.75,122.97727272727273
T00800,11,857.25,77.93181818181819
T00801,9,1159.5,128.83333333333334
T00802,9,1495.0,166.11111111111111
T00803,10,892.5,89.25
T00804,5,465.0,93.0
T00805,17,2100.25,123.54411764705883
T00806,9,1195.5,132.83333333333334
T00807,11,1865.0,169.54545454545453
T00808,5,545.0,109.0
T00809,10,1170.25,117.025
T00810,7,843.0,120.42857142857143
T00811,8,997.0,124.625
T00812,9,1164.0,129.33333333333334
T00813,6,450.0,75.0
T00814,10,1174.5,117.45
T00815,8,550.0,68.75
T00816,16,1491.25,93.203125
T00817,8,812.5,101.5625
T00818,8,713.0,89.125
T00819,13,999.0,76.84615384615384
T00820,13,1159.75,89.21153846153847
T00821,6,1033.5,172.25
T00822,6,447.5,74.58333333333333
T00823,9,993.75,110.41666666666667
T00824,11,966.0,87.81818181818181
T00825,8,1113.0,139.125
T00826,9,879.5,97.72222222222223
T00827,10,621.75,62.175
T00828,9,806.0,89.55555555555556
T00829,13,952.75,73.28846153846153
T00830,13,1147.0,88.23076923076923
